id,text,transcript,filename,tts_distance
370,i heard a peculiar humming sound from the pit,i heard a peculiar humming sound from the pick,k_generated_audio/tts2024-03-09--09-37-51/i heard a peculiar humming sound from the pit.wav,2
371,if he abandons that pursuit its because it wasnt truelove,if he abandoned that pursuit its because it wasnt trolling,k_generated_audio/tts2024-03-09--09-37-51/if he abandons that pursuit its because it wasnt truelove.wav,7
372,everyone seemed very excited,everyone seemed very excited,k_generated_audio/tts2024-03-09--09-37-51/everyone seemed very excited.wav,0
373,the oasis is neutral ground,the osis is neutral ground,k_generated_audio/tts2024-03-09--09-37-51/the oasis is neutral ground.wav,1
374,ask the owner of that stall how much the sword costs he said to his friend,as the owner of that stall how much the sword costs he said to his friends,k_generated_audio/tts2024-03-09--09-37-51/ask the owner of that stall how much the sword costs he said to his friend.wav,2
375,now leave us alone said the boy to the young arab,now leave us alone said the boy to the young ari,k_generated_audio/tts2024-03-09--09-37-51/now leave us alone said the boy to the young arab.wav,2
376,its called the principle of favorability beginners luck,its called the principal of favorability beginners lot,k_generated_audio/tts2024-03-09--09-37-51/its called the principle of favorability beginners luck.wav,5
377,do you want to bankrupt this administration,do you want to be a correct this administration,k_generated_audio/tts2024-03-09--09-37-51/do you want to bankrupt this administration.wav,8
378,im just a man who wanders the desert and knows the stars said the alchemist,in just a man who wanders the desert and knows the stars said the el camadées,k_generated_audio/tts2024-03-09--09-37-51/im just a man who wanders the desert and knows the stars said the alchemist.wav,10
379,i dont mind working from home most of the time but i do miss having coworkers,i dont mind working from home most of the time but i do miss having corver,k_generated_audio/tts2024-03-09--09-37-51/i dont mind working from home most of the time but i do miss having coworkers.wav,4
380,he dressed in his arabian clothing of white linen bought especially for this day,he dressed in his irradiant clothing of white linen bought especially for this day,k_generated_audio/tts2024-03-09--09-37-51/he dressed in his arabian clothing of white linen bought especially for this day.wav,4
381,ill bet you dont really need those,well bet you dont really need the rolls,k_generated_audio/tts2024-03-09--09-37-51/ill bet you dont really need those.wav,8
382,hes on my phone,as on my phone,k_generated_audio/tts2024-03-09--09-37-51/hes on my phone.wav,2
383,the lightbulbs need changing again,the light tools need changing again,k_generated_audio/tts2024-03-09--09-37-51/the lightbulbs need changing again.wav,5
384,there were three hundred wells fifty thousand date trees and innumerable colored tents spread among them,there were 300 wells 50000 day trees and a new marble colored tents spread among them,k_generated_audio/tts2024-03-09--09-37-51/there were three hundred wells fifty thousand date trees and innumerable colored tents spread among them.wav,36
385,i locked eyes with a fish in the tank,i like eyes with a fish in the tank,k_generated_audio/tts2024-03-09--09-37-51/i locked eyes with a fish in the tank.wav,3
386,goats always have a better view,books always have a better view,k_generated_audio/tts2024-03-09--09-37-51/goats always have a better view.wav,3
387,she reversed the charges,she reversed the charge as soon as she was,k_generated_audio/tts2024-03-09--09-37-51/she reversed the charges.wav,18
388,i got two giant bug bites on my right leg from last night and they hurt,i dont too giant but bites on my right leg from last night and they hurt,k_generated_audio/tts2024-03-09--09-37-51/i got two giant bug bites on my right leg from last night and they hurt.wav,4
389,now you listen to me,now you listen to me,k_generated_audio/tts2024-03-09--09-37-51/now you listen to me.wav,0
390,something inside the cylinder was unscrewing the top,something inside the cylinder was unscrewing the tie,k_generated_audio/tts2024-03-09--09-37-51/something inside the cylinder was unscrewing the top.wav,2
391,this was the strangest of all things that ever came to earth from outer space,this was the strangest of all things that ever came to earth from outer space,k_generated_audio/tts2024-03-09--09-37-51/this was the strangest of all things that ever came to earth from outer space.wav,0
392,a current of love rushed from his heart and the boy began to pray,a carate of love rushed from his heart and the boy began to grow,k_generated_audio/tts2024-03-09--09-37-51/a current of love rushed from his heart and the boy began to pray.wav,8
393,she cried for an hour,she cried for an area,k_generated_audio/tts2024-03-09--09-37-51/she cried for an hour.wav,4
394,the immense collection of people and animals began to travel faster,the immense collection of people and animals began to travel faster,k_generated_audio/tts2024-03-09--09-37-51/the immense collection of people and animals began to travel faster.wav,0
395,you can only spit out so many seeds,you can only spit out so many seeds,k_generated_audio/tts2024-03-09--09-37-51/you can only spit out so many seeds.wav,0
396,theres no danger the boy said when they had moved on past the encampment,theres no danger the boy said when they had moved past the encampment,k_generated_audio/tts2024-03-09--09-37-51/theres no danger the boy said when they had moved on past the encampment.wav,3
397,thats the main idea,thats the main id,k_generated_audio/tts2024-03-09--09-37-51/thats the main idea.wav,2
398,since the miner had sacrificed everything to his destiny the old man decided to become involved,since the minor had sacrificed everything to his destiny hell demand decided to become involved,k_generated_audio/tts2024-03-09--09-37-51/since the miner had sacrificed everything to his destiny the old man decided to become involved.wav,7
399,the turf and gravel around it seemed charred as if by a sudden explosion,the turf and gravel around its scene charred as if by a sudden explosion,k_generated_audio/tts2024-03-09--09-37-51/the turf and gravel around it seemed charred as if by a sudden explosion.wav,4
400,i havent any watch,i havent any watch,k_generated_audio/tts2024-03-09--09-37-51/i havent any watch.wav,0
401,the forest burned for thirteen days,the forest burned for 13 days,k_generated_audio/tts2024-03-09--09-37-51/the forest burned for thirteen days.wav,8
402,its what you have always wanted to accomplish,its what you have always wanted to accomplish,k_generated_audio/tts2024-03-09--09-37-51/its what you have always wanted to accomplish.wav,0
403,did you say a king he asked,do you say king he asks,k_generated_audio/tts2024-03-09--09-37-51/did you say a king he asked.wav,6
404,shes a feisty little ferret,just a feisty little ferret,k_generated_audio/tts2024-03-09--09-37-51/shes a feisty little ferret.wav,4
405,please use your turn signal,please use your turn segment,k_generated_audio/tts2024-03-09--09-37-51/please use your turn signal.wav,5
406,she was supposed to come down and get you,she was supposed to come down and get you,k_generated_audio/tts2024-03-09--09-37-51/she was supposed to come down and get you.wav,0
407,artificial neural networks can do something very similar,our visual neural networks can do something very similar,k_generated_audio/tts2024-03-09--09-37-51/artificial neural networks can do something very similar.wav,7
408,i feel grateful for the time that we have spend together,i feel grateful for the time that we have spent again,k_generated_audio/tts2024-03-09--09-37-51/i feel grateful for the time that we have spend together.wav,8
409,he wandered for a while keeping the date palms of the oasis within sight,he wandered for a while keeping the date palms of the oasis within sites,k_generated_audio/tts2024-03-09--09-37-51/he wandered for a while keeping the date palms of the oasis within sight.wav,3
410,hes watching the other door,as watching the other do we do the dirty,k_generated_audio/tts2024-03-09--09-37-51/hes watching the other door.wav,16
411,and the leader posted armed sentinels at the fringes of the group,and the leader posted armed sentinels at the fringes of the group,k_generated_audio/tts2024-03-09--09-37-51/and the leader posted armed sentinels at the fringes of the group.wav,0
412,pizza is an italian classic,peace is an italian classes,k_generated_audio/tts2024-03-09--09-37-51/pizza is an italian classic.wav,6
413,activists claim the pipeline through the baltic sea is leaking,activists claim the pipeline through the baltic seas leekin,k_generated_audio/tts2024-03-09--09-37-51/activists claim the pipeline through the baltic sea is leaking.wav,4
414,a little lemongrass should freshen it up,a little lumbar grass should freshen it up,k_generated_audio/tts2024-03-09--09-37-51/a little lemongrass should freshen it up.wav,5
415,you cant be the wind the wind said,you can do the wine the wine said,k_generated_audio/tts2024-03-09--09-37-51/you cant be the wind the wind said.wav,5
416,it was a litmus test,it was a litmus testers,k_generated_audio/tts2024-03-09--09-37-51/it was a litmus test.wav,3
417,she probably worked it out in advance,she probably worked it out in advance,k_generated_audio/tts2024-03-09--09-37-51/she probably worked it out in advance.wav,0
418,when hes an old man hes going to spend a month in africa,when has an old man has going to spend a month in africa,k_generated_audio/tts2024-03-09--09-37-51/when hes an old man hes going to spend a month in africa.wav,2
419,the guy thought he was a lunatic at large and made an unsuccessful attempt to stop him,the guy thought he was a lunatic at large and made an unsuccessful attempt to stop him,k_generated_audio/tts2024-03-09--09-37-51/the guy thought he was a lunatic at large and made an unsuccessful attempt to stop him.wav,0
420,the rest of you get in here and riot,the rest of you get in here in ryof,k_generated_audio/tts2024-03-09--09-37-51/the rest of you get in here and riot.wav,4
421,i want my husband to wander as free as the wind that shapes the dunes,i want my husband to wander as free as the wine that shapes the dunes,k_generated_audio/tts2024-03-09--09-37-51/i want my husband to wander as free as the wind that shapes the dunes.wav,1
422,shes accused of stealing a watch,she is accused of stealing a what,k_generated_audio/tts2024-03-09--09-37-51/shes accused of stealing a watch.wav,5
423,dont ask me why i dont know why,dont ask me why i dont know one,k_generated_audio/tts2024-03-09--09-37-51/dont ask me why i dont know why.wav,3
424,he approached the mass and was surprised at the size and the shape,he approached the mass and was surprised at the size and the shape,k_generated_audio/tts2024-03-09--09-37-51/he approached the mass and was surprised at the size and the shape.wav,0
425,a ghostly figure appeared,a ghostly figure appear to your ears,k_generated_audio/tts2024-03-09--09-37-51/a ghostly figure appeared.wav,12
426,whats the good of arguing about something that probably doesnt exist,whats the good of arguing about something that probably just neexises it,k_generated_audio/tts2024-03-09--09-37-51/whats the good of arguing about something that probably doesnt exist.wav,10
427,that sobered him a little,that sobered him a little for devil,k_generated_audio/tts2024-03-09--09-37-51/that sobered him a little.wav,10
428,but she is gone,but she is gone,k_generated_audio/tts2024-03-09--09-37-51/but she is gone.wav,0
429,ive crossed these sands many times said one of the camel drivers one night,of cross these sands many times said one of the camel drivers one night,k_generated_audio/tts2024-03-09--09-37-51/ive crossed these sands many times said one of the camel drivers one night.wav,5
430,without responding the guard entered the tent where he remained for some time,without responding the guard entered the tent where he remained for some time done,k_generated_audio/tts2024-03-09--09-37-51/without responding the guard entered the tent where he remained for some time.wav,5
431,i dont want anything else in life,i dont want anything else in life,k_generated_audio/tts2024-03-09--09-37-51/i dont want anything else in life.wav,0
432,it was only when i got this close to it that the strangeness of it was at all evident to me,it was only when i got this close to it that the strangers of it was at all evident to need it,k_generated_audio/tts2024-03-09--09-37-51/it was only when i got this close to it that the strangeness of it was at all evident to me.wav,9
433,he transformed himself into a stone that rolled up to the miners foot,he transformed himself into a stone that rolled up to the miners feet,k_generated_audio/tts2024-03-09--09-37-51/he transformed himself into a stone that rolled up to the miners foot.wav,2
434,the day was hot and the wine was refreshing,the day was high the wine was refreshing,k_generated_audio/tts2024-03-09--09-37-51/the day was hot and the wine was refreshing.wav,6
435,the hand with the whip pointed to the south,the hand that the whip pointed to the cell,k_generated_audio/tts2024-03-09--09-37-51/the hand with the whip pointed to the south.wav,9
436,and then he perceived it very slowly,and then he perceived it very slowly,k_generated_audio/tts2024-03-09--09-37-51/and then he perceived it very slowly.wav,0
437,i would appreciate if you could create a concise table,i would appreciate if you could create a concise table,k_generated_audio/tts2024-03-09--09-37-51/i would appreciate if you could create a concise table.wav,0
438,and also because i know about the soul of the world he thought to himself,and also because i know about the soul of the world he thought to himself,k_generated_audio/tts2024-03-09--09-37-51/and also because i know about the soul of the world he thought to himself.wav,0
439,dont you push me around like that,dont you push me around like that,k_generated_audio/tts2024-03-09--09-37-51/dont you push me around like that.wav,0
440,the boy felt a pang in his heart thinking about the merchants daughter,the boy fell to paying in his heart thinking about the merchants death,k_generated_audio/tts2024-03-09--09-37-51/the boy felt a pang in his heart thinking about the merchants daughter.wav,11
441,im going to find that damned alchemist the englishman thought,in going to find that dan l kem is the englishman for,k_generated_audio/tts2024-03-09--09-37-51/im going to find that damned alchemist the englishman thought.wav,15
442,they were looking only for gold his companion answered,they were looking only for gold his companion answered,k_generated_audio/tts2024-03-09--09-37-51/they were looking only for gold his companion answered.wav,0
443,the boy remembered an old proverb from his country,the bull are remembered and oldprover from his country,k_generated_audio/tts2024-03-09--09-37-51/the boy remembered an old proverb from his country.wav,10
444,we must be good,we must be dead,k_generated_audio/tts2024-03-09--09-37-51/we must be good.wav,3
445,youre supposed to be the one that has all the answers,youre supposed to be the one that has all the answers,k_generated_audio/tts2024-03-09--09-37-51/youre supposed to be the one that has all the answers.wav,0
446,and the odor of the animals became a bit more tolerable,and the odor of the animals became a bit more tolerable,k_generated_audio/tts2024-03-09--09-37-51/and the odor of the animals became a bit more tolerable.wav,0
447,he really was a king a wise king,it really was a king of wise k,k_generated_audio/tts2024-03-09--09-37-51/he really was a king a wise king.wav,7
448,the high humidity is making me sweat,the high humidity is making me sweet,k_generated_audio/tts2024-03-09--09-37-51/the high humidity is making me sweat.wav,1
449,its usually customary to bring the money with you,its usually customary to bring the money with you sweetie,k_generated_audio/tts2024-03-09--09-37-51/its usually customary to bring the money with you.wav,8
450,i imagine this will be a surprise to some people,i imagine this will be a surprise to some people,k_generated_audio/tts2024-03-09--09-37-51/i imagine this will be a surprise to some people.wav,0
451,wed better forget it,would better for that it hit,k_generated_audio/tts2024-03-09--09-37-51/wed better forget it.wav,11
452,the old woman had said the same thing,the old woman had said the same thing,k_generated_audio/tts2024-03-09--09-37-51/the old woman had said the same thing.wav,0
453,men dream more about coming home than about leaving the boy said,mendoor about coming home then about leaving the boys saying,k_generated_audio/tts2024-03-09--09-37-51/men dream more about coming home than about leaving the boy said.wav,13
454,well usually i learn more from my sheep than from books he answered,while usually unborn more from my sheep and from books he answered,k_generated_audio/tts2024-03-09--09-37-51/well usually i learn more from my sheep than from books he answered.wav,11
455,adam is a crook,and a music group,k_generated_audio/tts2024-03-09--09-37-51/adam is a crook.wav,10
456,every day was there to be lived or to mark ones departure from this world,every day was there to be lived or to mark ones departure from this world,k_generated_audio/tts2024-03-09--09-37-51/every day was there to be lived or to mark ones departure from this world.wav,0
457,this is for you he said holding one of the parts out to the monk,this is for you who said holding one of the parts out to the moment,k_generated_audio/tts2024-03-09--09-37-51/this is for you he said holding one of the parts out to the monk.wav,5
458,you point to a trail of ants leading into the house,you point to a trail of ensleeting into the house,k_generated_audio/tts2024-03-09--09-37-51/you point to a trail of ants leading into the house.wav,5
459,and i told harry i thought id be bored to death,and i told harry a thought id be bored to dead,k_generated_audio/tts2024-03-09--09-37-51/and i told harry i thought id be bored to death.wav,3
460,it was his heart that would tell him where his treasure was hidden,it was his heart that would tell him where his treasure was headed,k_generated_audio/tts2024-03-09--09-37-51/it was his heart that would tell him where his treasure was hidden.wav,3
461,how do you think the table looks,and you think the table looks,k_generated_audio/tts2024-03-09--09-37-51/how do you think the table looks.wav,5
462,putting a pool under this floor was a great idea,putting a pull under this floor was a great idea,k_generated_audio/tts2024-03-09--09-37-51/putting a pool under this floor was a great idea.wav,2
463,he got up adjusted his clothing and picked up his pouch,he got up adjusted his clothing and picked up his path,k_generated_audio/tts2024-03-09--09-37-51/he got up adjusted his clothing and picked up his pouch.wav,3
464,i want to see him do it said the chief,i want to see him do it said the cheat,k_generated_audio/tts2024-03-09--09-37-51/i want to see him do it said the chief.wav,3
465,two years ago right here on this spot i had a recurrent dream too,two years ago right here on this spot i had a recurrent dream,k_generated_audio/tts2024-03-09--09-37-51/two years ago right here on this spot i had a recurrent dream too.wav,4
466,bacon pancakes and maple syrup is a hearty start to any day,bacon pancakes and maple syrup is a hearty start to any gate,k_generated_audio/tts2024-03-09--09-37-51/bacon pancakes and maple syrup is a hearty start to any day.wav,3
467,i never knew grandma to be so determined before,i never knew grandma to be so determined before,k_generated_audio/tts2024-03-09--09-37-51/i never knew grandma to be so determined before.wav,0
468,the genies were the spirits of good and evil,the gs were the spirits of good and evil,k_generated_audio/tts2024-03-09--09-37-51/the genies were the spirits of good and evil.wav,4
469,its true life really is generous to those who pursue their destiny the boy thought,its true life really is generous to those who perceive their destiny the boy their visits after hes been of a high risk,k_generated_audio/tts2024-03-09--09-37-51/its true life really is generous to those who pursue their destiny the boy thought.wav,42
470,are you going to talk or arent you,are you going to talk or run to you,k_generated_audio/tts2024-03-09--09-37-51/are you going to talk or arent you.wav,4
471,he said he had never seen any like them,he said he had never seen any like them,k_generated_audio/tts2024-03-09--09-37-51/he said he had never seen any like them.wav,0
472,we lit the lantern and walked over to his house,we let the lantern and walked over to his house,k_generated_audio/tts2024-03-09--09-37-51/we lit the lantern and walked over to his house.wav,1
473,i got drunk yesterday and thought i built a super computer,i got drunk yesterday and thought id build a super computer,k_generated_audio/tts2024-03-09--09-37-51/i got drunk yesterday and thought i built a super computer.wav,2
474,jim became head of the draft board,june became have the draft board,k_generated_audio/tts2024-03-09--09-37-51/jim became head of the draft board.wav,8
475,he took the fourth part and handed it to the monk,he took the fourth part and handed it to the moon that meant,k_generated_audio/tts2024-03-09--09-37-51/he took the fourth part and handed it to the monk.wav,12
476,maktub thought the boy,mac did thought the ball,k_generated_audio/tts2024-03-09--09-37-51/maktub thought the boy.wav,8
477,exactly answered the alchemist,exactly answer the alchemist,k_generated_audio/tts2024-03-09--09-37-51/exactly answered the alchemist.wav,2
478,a large piece suddenly came off and fell with a loud and sharp noise,a large piece suddenly came off and fell with a lad and sharp noards,k_generated_audio/tts2024-03-09--09-37-51/a large piece suddenly came off and fell with a loud and sharp noise.wav,6
479,the airplane rose gracefully into the sky,the airplane rose gracefully into the spot,k_generated_audio/tts2024-03-09--09-37-51/the airplane rose gracefully into the sky.wav,3
480,its too bad that hes quickly going to forget my name he thought,its too bad that his quickly going to forget my name he thought,k_generated_audio/tts2024-03-09--09-37-51/its too bad that hes quickly going to forget my name he thought.wav,1
481,nobody wanted to discuss how we all ended up trapped in a giant lunchbox,nobody wanted to discuss how we all ended up tracked in a giant lunch box,k_generated_audio/tts2024-03-09--09-37-51/nobody wanted to discuss how we all ended up trapped in a giant lunchbox.wav,3
482,nature knows me as the wisest being in creation the sun said,nature knows me as the wisest being in creation the sense saying,k_generated_audio/tts2024-03-09--09-37-51/nature knows me as the wisest being in creation the sun said.wav,6
483,like everybody learns he said,like everybody learns hes saying,k_generated_audio/tts2024-03-09--09-37-51/like everybody learns he said.wav,4
484,i know why i want to get back to my flock he thought,i know why i want to get back to my flocking throat,k_generated_audio/tts2024-03-09--09-37-51/i know why i want to get back to my flock he thought.wav,7
485,and because the tribes declared war i went to the well seeking the alchemist,and because the tribes declared where i went to the well seeking the alchemists,k_generated_audio/tts2024-03-09--09-37-51/and because the tribes declared war i went to the well seeking the alchemist.wav,4
486,but they really dont know what theyre saying,but they really dont know what theyre saying,k_generated_audio/tts2024-03-09--09-37-51/but they really dont know what theyre saying.wav,0
487,she went over to the hospital to call on professor davis,she went over to the hospital to call on professor davis,k_generated_audio/tts2024-03-09--09-37-51/she went over to the hospital to call on professor davis.wav,0
488,he reached over and picked up a shell from the ground,you reach over and pick up a shell from the ground,k_generated_audio/tts2024-03-09--09-37-51/he reached over and picked up a shell from the ground.wav,7
489,i cant quite hear you,i can quite hear ye,k_generated_audio/tts2024-03-09--09-37-51/i cant quite hear you.wav,3
490,maybe these desert birds could explain to him the meaning of love without ownership,maybe these desert birds could explain to him the meaning of love without a no shit,k_generated_audio/tts2024-03-09--09-37-51/maybe these desert birds could explain to him the meaning of love without ownership.wav,5
491,the streamer of gas came out towards us,the streamer of gas came out towards,k_generated_audio/tts2024-03-09--09-37-51/the streamer of gas came out towards us.wav,3
492,but now the sounds inside had stopped,but now the sounds inside had stopped,k_generated_audio/tts2024-03-09--09-37-51/but now the sounds inside had stopped.wav,0
493,send those other people in,send those other people,k_generated_audio/tts2024-03-09--09-37-51/send those other people in.wav,3
494,thats a christmas present from a very dear friend of mine,thats a christmas present from a very dear friend of mine,k_generated_audio/tts2024-03-09--09-37-51/thats a christmas present from a very dear friend of mine.wav,0
495,among these people were a couple of cyclists a gardener i employed sometimes and a girl carrying a baby,among these people were a couple of cyclists a gardener i employed sometimes and a girl carrying a baby,k_generated_audio/tts2024-03-09--09-37-51/among these people were a couple of cyclists a gardener i employed sometimes and a girl carrying a baby.wav,0
496,maybe were all that way the boy mused,maybe were all that way to boy new views,k_generated_audio/tts2024-03-09--09-37-51/maybe were all that way the boy mused.wav,10
497,i want those stamps,i want those stamps,k_generated_audio/tts2024-03-09--09-37-51/i want those stamps.wav,0
498,he was just and good,he was just in good,k_generated_audio/tts2024-03-09--09-37-51/he was just and good.wav,2
499,we lit the lantern and walked over to his house,we let the lantern and walked over to his house,k_generated_audio/tts2024-03-09--09-37-51/we lit the lantern and walked over to his house.wav,1
500,we cant leave greg here,we cant leave great here,k_generated_audio/tts2024-03-09--09-37-51/we cant leave greg here.wav,2
501,rate a conflict of visions zero points,rate of conflict of visions is your point,k_generated_audio/tts2024-03-09--09-37-51/rate a conflict of visions zero points.wav,9
502,they made the boy continue digging but he found nothing,they made the boy continue to gain but he found nothing,k_generated_audio/tts2024-03-09--09-37-51/they made the boy continue digging but he found nothing.wav,5
503,without the dataset the article is useless,without the data set the article is useless,k_generated_audio/tts2024-03-09--09-37-51/without the dataset the article is useless.wav,1
504,i had seen all that it would presently bring me,i had seen all that it would presently bring me,k_generated_audio/tts2024-03-09--09-37-51/i had seen all that it would presently bring me.wav,0
505,dont ask me why i dont know why,dont ask me why you dont know why,k_generated_audio/tts2024-03-09--09-37-51/dont ask me why i dont know why.wav,3
506,the guy thought he was a lunatic at large and made an unsuccessful attempt to stop him,the guy thought he was a lunatic at large and maiden and successful attempt to stop and hand,k_generated_audio/tts2024-03-09--09-37-51/the guy thought he was a lunatic at large and made an unsuccessful attempt to stop him.wav,12
507,it left a greenish streak that glowed for some seconds,it left a greenish streak that glowed for some second,k_generated_audio/tts2024-03-09--09-37-51/it left a greenish streak that glowed for some seconds.wav,1
508,the first rule of dont fight club is lets talk about it,the first rule of dont fight club is lets talk about it too,k_generated_audio/tts2024-03-09--09-37-51/the first rule of dont fight club is lets talk about it.wav,4
509,i had to test your courage the stranger said,i had to test your courage to strain your saer,k_generated_audio/tts2024-03-09--09-37-51/i had to test your courage the stranger said.wav,9
510,my tax dollars pay for those public school proms,my tax dollars pay for those public school problems,k_generated_audio/tts2024-03-09--09-37-51/my tax dollars pay for those public school proms.wav,3
511,then he dropped his spade picked up his jacket and came out into the road,then he dropped his speed picked up his jacket and came out into the road,k_generated_audio/tts2024-03-09--09-37-51/then he dropped his spade picked up his jacket and came out into the road.wav,3
512,you dont have to be rich skinny popular or even own a cape to perform a random act of kindness,you dont have to be rich skinny popular or even on cake the perform random act of kinders,k_generated_audio/tts2024-03-09--09-37-51/you dont have to be rich skinny popular or even own a cape to perform a random act of kindness.wav,10
513,i dont want any part of this thing,i dont want any part of this baby,k_generated_audio/tts2024-03-09--09-37-51/i dont want any part of this thing.wav,5
514,he was learning a lot of new things,he was learning a lot of new things,k_generated_audio/tts2024-03-09--09-37-51/he was learning a lot of new things.wav,0
515,the boy turned to the hand that wrote all,the boy turned to the hand that wrote error,k_generated_audio/tts2024-03-09--09-37-51/the boy turned to the hand that wrote all.wav,5
516,how are the weights computed,how are the weights computed,k_generated_audio/tts2024-03-09--09-37-51/how are the weights computed.wav,0
517,he was immensely excited at the news,he was immensely excited at the news,k_generated_audio/tts2024-03-09--09-37-51/he was immensely excited at the news.wav,0
518,but the king of salem hoped desperately that the boy would be successful,but the king of salem hoped it desperately that the boy would be successful,k_generated_audio/tts2024-03-09--09-37-51/but the king of salem hoped desperately that the boy would be successful.wav,3
519,then he realized that he had been distracted for a few moments looking at the sword,then he realized that he had been distracted for a few moments looking up the sword,k_generated_audio/tts2024-03-09--09-37-51/then he realized that he had been distracted for a few moments looking at the sword.wav,2
520,the boy looked around him at the date palms,the boy looked around him at the date pond,k_generated_audio/tts2024-03-09--09-37-51/the boy looked around him at the date palms.wav,4
521,and its not love to see everything from a distance like you do,and its not love to see everything from a distance like ud,k_generated_audio/tts2024-03-09--09-37-51/and its not love to see everything from a distance like you do.wav,4
522,the problem is that they dont even realize that theyre walking a new road every day,the problem is that they dont even realize that theyre walking a new road every dude,k_generated_audio/tts2024-03-09--09-37-51/the problem is that they dont even realize that theyre walking a new road every day.wav,3
523,i was right there and saw it with my own eyes,i was right there and sought with my online,k_generated_audio/tts2024-03-09--09-37-51/i was right there and saw it with my own eyes.wav,9
524,meanwhile the old man persisted in his attempt to strike up a conversation,meanwhile the old man persisted in his attempt to strike up a conversation,k_generated_audio/tts2024-03-09--09-37-51/meanwhile the old man persisted in his attempt to strike up a conversation.wav,0
525,he just got a new kite for his birthday,he just got a new kite for his birth if,k_generated_audio/tts2024-03-09--09-37-51/he just got a new kite for his birthday.wav,3
526,im going out and find them,in going out and find them,k_generated_audio/tts2024-03-09--09-37-51/im going out and find them.wav,1
527,i have known true alchemists the alchemist continued,i have known true or chemist the alchemist continue,k_generated_audio/tts2024-03-09--09-37-51/i have known true alchemists the alchemist continued.wav,5
528,revenge is not my style but obviously accidents will happen,revenge is not my style but obviously accidents will happen,k_generated_audio/tts2024-03-09--09-37-51/revenge is not my style but obviously accidents will happen.wav,0
529,i told you that your dream was a difficult one,i told you that your dream was a difficult one,k_generated_audio/tts2024-03-09--09-37-51/i told you that your dream was a difficult one.wav,0
530,did you find it,did you find a gate,k_generated_audio/tts2024-03-09--09-37-51/did you find it.wav,5
531,i wish i could go back to the hospital,i wish i could go back to the hospital,k_generated_audio/tts2024-03-09--09-37-51/i wish i could go back to the hospital.wav,0
532,i heard what you were talking about the other day with the alchemist the wind said,i heard what you were talking about the other day with the lcam is the wine set,k_generated_audio/tts2024-03-09--09-37-51/i heard what you were talking about the other day with the alchemist the wind said.wav,9
533,shoot through the desk,shed throw the dust,k_generated_audio/tts2024-03-09--09-37-51/shoot through the desk.wav,8
534,the boy began to dig into the dune,the boy began to dig into the dude,k_generated_audio/tts2024-03-09--09-37-51/the boy began to dig into the dune.wav,1
535,there were really i think two or three hundred people elbowing one another,there were really eyethinktwo or 300 people allowing one another,k_generated_audio/tts2024-03-09--09-37-51/there were really i think two or three hundred people elbowing one another.wav,19
536,why dont you fellows get your own news,why dont you fellas get your own new news,k_generated_audio/tts2024-03-09--09-37-51/why dont you fellows get your own news.wav,6
537,the conversation was interrupted by the warehouse boss,the conversation was interrupted by the warehouse boss,k_generated_audio/tts2024-03-09--09-37-51/the conversation was interrupted by the warehouse boss.wav,0
538,ill tell you why they did it,will tell you why they did it,k_generated_audio/tts2024-03-09--09-37-51/ill tell you why they did it.wav,1
539,the burning fire had been extinguished,the burning fire had been extinguished,k_generated_audio/tts2024-03-09--09-37-51/the burning fire had been extinguished.wav,0
540,the years of research the magic symbols the strange words and the laboratory equipment,the years of research the magic symbols the strange words and the laboratory equipment,k_generated_audio/tts2024-03-09--09-37-51/the years of research the magic symbols the strange words and the laboratory equipment.wav,0
541,promise youll never lie the way snoopy did,promise youll never lie the way suki did,k_generated_audio/tts2024-03-09--09-37-51/promise youll never lie the way snoopy did.wav,5
542,it seems old and wise,it seems old and wise,k_generated_audio/tts2024-03-09--09-37-51/it seems old and wise.wav,0
543,help me find them,help me find them,k_generated_audio/tts2024-03-09--09-37-51/help me find them.wav,0
544,it always gets me right here,it always gets me right here,k_generated_audio/tts2024-03-09--09-37-51/it always gets me right here.wav,0
545,revenge is not my style but obviously accidents will happen,revent is not my style but obviously accidents will happen,k_generated_audio/tts2024-03-09--09-37-51/revenge is not my style but obviously accidents will happen.wav,2
546,the old woman had said the same thing,the old woman had said the same thing then,k_generated_audio/tts2024-03-09--09-37-51/the old woman had said the same thing.wav,5
547,a thin circle of bright metal showed between the top and the body of the cylinder,a thin circle of bright metal showed between the top and the body of the cylinder,k_generated_audio/tts2024-03-09--09-37-51/a thin circle of bright metal showed between the top and the body of the cylinder.wav,0
548,i never saw her before,i never saw her before,k_generated_audio/tts2024-03-09--09-37-51/i never saw her before.wav,0
549,and better still to be alone with ones books,and better still to be alone with ones books,k_generated_audio/tts2024-03-09--09-37-51/and better still to be alone with ones books.wav,0
550,the old man returned the book to the boy,the old man returned the book to the bone,k_generated_audio/tts2024-03-09--09-37-51/the old man returned the book to the boy.wav,2
551,and i think its terrific,and i think its terrific,k_generated_audio/tts2024-03-09--09-37-51/and i think its terrific.wav,0
552,he felt unsafe like during his first lesson in driving school,he felt unsafe like during his first lesson in driving school,k_generated_audio/tts2024-03-09--09-37-51/he felt unsafe like during his first lesson in driving school.wav,0
553,he was immensely excited at the news,he was immensely excited at the knees,k_generated_audio/tts2024-03-09--09-37-51/he was immensely excited at the news.wav,2
