id,text,transcript,filename,tts_distance
931,that first day everyone slept from exhaustion including the englishman,that first date everyones select from exhaustion including the english,audio_generated/tts2024-03-13--08-38-57/that first day everyone slept from exhaustion including the englishman.wav,8
932,the infidels had an evil look about them,the infidel has had an evil look about them,audio_generated/tts2024-03-13--08-38-57/the infidels had an evil look about them.wav,3
933,he still had some doubts about the decision he had made,he still had some doubts about the decision he had made,audio_generated/tts2024-03-13--08-38-57/he still had some doubts about the decision he had made.wav,0
934,the boy had noticed that the englishman was irritable and missed his books,the boy had noticed that the englishman was irritable missed his books,audio_generated/tts2024-03-13--08-38-57/the boy had noticed that the englishman was irritable and missed his books.wav,4
935,the boy felt ill and terribly alone,the boy felt and terribly alone,audio_generated/tts2024-03-13--08-38-57/the boy felt ill and terribly alone.wav,4
936,maybe hell give us one,maybe help give us one,audio_generated/tts2024-03-13--08-38-57/maybe hell give us one.wav,1
937,the boy offered his bottle hoping that the old man would leave him alone,the boy offered his bottle hoping that the old man would leave him alone,audio_generated/tts2024-03-13--08-38-57/the boy offered his bottle hoping that the old man would leave him alone.wav,0
938,we owed everybody in town,we owe it everybody in town,audio_generated/tts2024-03-13--08-38-57/we owed everybody in town.wav,3
939,who you holding out on,who are you holding out,audio_generated/tts2024-03-13--08-38-57/who you holding out on.wav,7
940,i have been waiting for you here at this oasis for a long time,i have been waiting for you here at this isis for a long time,audio_generated/tts2024-03-13--08-38-57/i have been waiting for you here at this oasis for a long time.wav,2
941,my freezer contains enough for a banquet,my freezer contains enough a bankwick,audio_generated/tts2024-03-13--08-38-57/my freezer contains enough for a banquet.wav,9
942,who are you he heard a voice ask him in spanish,who are you he heard of voice ask him in span and,audio_generated/tts2024-03-13--08-38-57/who are you he heard a voice ask him in spanish.wav,6
943,it was no more exciting than an overturned carriage or a tree blown across the road,it was no more exciting than an overturned carriage or a tree blown across the rose,audio_generated/tts2024-03-13--08-38-57/it was no more exciting than an overturned carriage or a tree blown across the road.wav,2
944,i used to look at those women and envy them their happiness,i used to look at those women and be them theyre happy,audio_generated/tts2024-03-13--08-38-57/i used to look at those women and envy them their happiness.wav,11
945,i still cant understand it though,i still cant understand it though,audio_generated/tts2024-03-13--08-38-57/i still cant understand it though.wav,0
946,and you can meet us at the station,and you can meet us at the station,audio_generated/tts2024-03-13--08-38-57/and you can meet us at the station.wav,0
947,it said that the darkest hour of the night came just before the dawn,it said that the darkest hour of the night came just before the dark,audio_generated/tts2024-03-13--08-38-57/it said that the darkest hour of the night came just before the dawn.wav,2
948,how many times are you gonna call me,how many times are you gonna call them,audio_generated/tts2024-03-13--08-38-57/how many times are you gonna call me.wav,3
949,i do the best i can to help,i do the best i can to help,audio_generated/tts2024-03-13--08-38-57/i do the best i can to help.wav,0
950,jennifer is making the nine oclock train,jennifer is making the 9hour clock train,audio_generated/tts2024-03-13--08-38-57/jennifer is making the nine oclock train.wav,6
951,what are you doing here,what are you doing,audio_generated/tts2024-03-13--08-38-57/what are you doing here.wav,5
952,your lucks not with you now,youre lucky not with you none,audio_generated/tts2024-03-13--08-38-57/your lucks not with you now.wav,4
953,you get out of here quick,you get out of here quite,audio_generated/tts2024-03-13--08-38-57/you get out of here quick.wav,2
954,but its just something i forgot to pack,but its just something ive worked to pack,audio_generated/tts2024-03-13--08-38-57/but its just something i forgot to pack.wav,6
955,these are the spies said one of the men,these are the spies said one of them men,audio_generated/tts2024-03-13--08-38-57/these are the spies said one of the men.wav,1
956,you should see the other guy specifically how good at fighting he is,you should see the other guys specifically how good at fighting heaties,audio_generated/tts2024-03-13--08-38-57/you should see the other guy specifically how good at fighting he is.wav,4
957,his name was joseph,his name is jessus,audio_generated/tts2024-03-13--08-38-57/his name was joseph.wav,6
958,the engines roared as the rocket lifted its precious cargo up into the atmosphere,the engines roar as the rocket lifted its precious cargo up into the atmosphere,audio_generated/tts2024-03-13--08-38-57/the engines roared as the rocket lifted its precious cargo up into the atmosphere.wav,2
959,thats the magic of omens said the boy,thats the magic of omens said the bore,audio_generated/tts2024-03-13--08-38-57/thats the magic of omens said the boy.wav,2
960,but none of that mattered to the alchemist,but none of that matter to the alchemities,audio_generated/tts2024-03-13--08-38-57/but none of that mattered to the alchemist.wav,6
961,my agreement with you gentlemen stands,mig a green with you gentlemen stand,audio_generated/tts2024-03-13--08-38-57/my agreement with you gentlemen stands.wav,7
962,nice of you to come down,nice of you to come down,audio_generated/tts2024-03-13--08-38-57/nice of you to come down.wav,0
963,he remembered the sword,you remember the source,audio_generated/tts2024-03-13--08-38-57/he remembered the sword.wav,9
964,you dont think im gonna tell,you dont think in goda town,audio_generated/tts2024-03-13--08-38-57/you dont think im gonna tell.wav,6
965,but he granted the travelers three days,but he granted the travelers 3d,audio_generated/tts2024-03-13--08-38-57/but he granted the travelers three days.wav,9
966,you get somebody else to wash the diapers,you get somebody else to wash the diaburs,audio_generated/tts2024-03-13--08-38-57/you get somebody else to wash the diapers.wav,2
967,youre the only one left,new the only one left,audio_generated/tts2024-03-13--08-38-57/youre the only one left.wav,5
968,the englishman asked if they were in danger,the englishman asked if they were in danger,audio_generated/tts2024-03-13--08-38-57/the englishman asked if they were in danger.wav,0
969,the alchemist stopped abruptly and bent to the ground,the alchemists stopped abruptly and bent to the ground,audio_generated/tts2024-03-13--08-38-57/the alchemist stopped abruptly and bent to the ground.wav,1
970,what a wonderful weather,what a wonderful well,audio_generated/tts2024-03-13--08-38-57/what a wonderful weather.wav,5
971,how do you stop this thing,have you stopped this thing,audio_generated/tts2024-03-13--08-38-57/how do you stop this thing.wav,8
972,the ladder of the fire truck was not long enough,the latter of the fire truck was not long enough,audio_generated/tts2024-03-13--08-38-57/the ladder of the fire truck was not long enough.wav,2
973,everything you need to know you have learned through your journey,everything you need to know you have learned for you journey,audio_generated/tts2024-03-13--08-38-57/everything you need to know you have learned through your journey.wav,7
974,what should we give him,what should we give him,audio_generated/tts2024-03-13--08-38-57/what should we give him.wav,0
975,forget it there is no such thing,forget it there is no such thing,audio_generated/tts2024-03-13--08-38-57/forget it there is no such thing.wav,0
976,the young arab took out a book and began to read,the young arab took out a book and began to read,audio_generated/tts2024-03-13--08-38-57/the young arab took out a book and began to read.wav,0
977,she told me she feels hopeful and optimistic,she told me she feels hopeful and optimistic,audio_generated/tts2024-03-13--08-38-57/she told me she feels hopeful and optimistic.wav,0
978,licorice is a black chewy food,lickers is a black chewy feel,audio_generated/tts2024-03-13--08-38-57/licorice is a black chewy food.wav,8
979,its gonna put our city on the map,its gonna put our city on the man,audio_generated/tts2024-03-13--08-38-57/its gonna put our city on the map.wav,1
980,christopher was confused,christopher was confused easy,audio_generated/tts2024-03-13--08-38-57/christopher was confused.wav,5
981,you had me worried,you had me worry,audio_generated/tts2024-03-13--08-38-57/you had me worried.wav,3
982,use the export command to set environment variables,use the export command to set environment variables,audio_generated/tts2024-03-13--08-38-57/use the export command to set environment variables.wav,0
983,this is for you,this is for you ear,audio_generated/tts2024-03-13--08-38-57/this is for you.wav,4
984,you dominated those horsemen with the way you looked at them he said,you dominated those horsemen with the way you looked at them he said,audio_generated/tts2024-03-13--08-38-57/you dominated those horsemen with the way you looked at them he said.wav,0
985,the top had certainly ceased to rotate,the talk had certainly ceased to rotate,audio_generated/tts2024-03-13--08-38-57/the top had certainly ceased to rotate.wav,3
986,we must stay hidden,we must stay here dear,audio_generated/tts2024-03-13--08-38-57/we must stay hidden.wav,6
987,howd you happen to fall in,how you happen to follow on,audio_generated/tts2024-03-13--08-38-57/howd you happen to fall in.wav,5
988,if you start your emails with greetings let me be the first to welcome you to earth,if you start hearing emails with greetings let me be the first to welcome you to or,audio_generated/tts2024-03-13--08-38-57/if you start your emails with greetings let me be the first to welcome you to earth.wav,10
989,if i could id write a huge encyclopedia just about the words luck and coincidence,if i could id be right to use in cyclopieded just about the words look and coincidence,audio_generated/tts2024-03-13--08-38-57/if i could id write a huge encyclopedia just about the words luck and coincidence.wav,17
990,first he had studied esperanto then the worlds religions and now it was alchemy,first he had studied esperanto then the worlds religions and now it was alchem,audio_generated/tts2024-03-13--08-38-57/first he had studied esperanto then the worlds religions and now it was alchemy.wav,1
991,they both spoke the same language,they both spoke the same language,audio_generated/tts2024-03-13--08-38-57/they both spoke the same language.wav,0
992,its still sopping wet,its still stopping wet,audio_generated/tts2024-03-13--08-38-57/its still sopping wet.wav,1
993,he said that everything has its own destiny,he said that everything has its own destiny,audio_generated/tts2024-03-13--08-38-57/he said that everything has its own destiny.wav,0
994,and that he a boy could perform miracles,and that he a boy could perform miracles,audio_generated/tts2024-03-13--08-38-57/and that he a boy could perform miracles.wav,0
995,something older than humanity more ancient than the desert,something older than humanity more ancient than the deserts,audio_generated/tts2024-03-13--08-38-57/something older than humanity more ancient than the desert.wav,1
996,trust in your heart but never forget that youre in the desert,trust in your heart but never forget that you were in the desert at the deserts,audio_generated/tts2024-03-13--08-38-57/trust in your heart but never forget that youre in the desert.wav,18
997,you will get donuts as a bonus if you take a selfie with me,you will get donuts as a bonus if you take a selfie with me,audio_generated/tts2024-03-13--08-38-57/you will get donuts as a bonus if you take a selfie with me.wav,0
998,how long since weve seen each other,how long since weve seen each other,audio_generated/tts2024-03-13--08-38-57/how long since weve seen each other.wav,0
999,they were suffering from hunger,they were suffering from hunger,audio_generated/tts2024-03-13--08-38-57/they were suffering from hunger.wav,0
1000,youre my daughter and i love you,you were my daughter and i love you,audio_generated/tts2024-03-13--08-38-57/youre my daughter and i love you.wav,3
1001,i wish they were rabbits,i wish they were rabbits,audio_generated/tts2024-03-13--08-38-57/i wish they were rabbits.wav,0
1002,he fell asleep and when he awoke the sun was already high,he fell asleep and when he woke the sun was already here,audio_generated/tts2024-03-13--08-38-57/he fell asleep and when he awoke the sun was already high.wav,4
1003,the fine manufacturing company was a bookkeeper for fourteen years,the fine manufacturing company was a bookkeeper for 14 years,audio_generated/tts2024-03-13--08-38-57/the fine manufacturing company was a bookkeeper for fourteen years.wav,8
1004,there are so many things to learn,there are so many things to learn,audio_generated/tts2024-03-13--08-38-57/there are so many things to learn.wav,0
1005,how do you like her,have you like heart,audio_generated/tts2024-03-13--08-38-57/how do you like her.wav,7
1006,looking through the telescope i saw a circle of deep blue and the little round planet,looking through the telescope i saw a circle of deep blue the little round plant,audio_generated/tts2024-03-13--08-38-57/looking through the telescope i saw a circle of deep blue and the little round planet.wav,5
1007,the men of the desert were already familiar with that wind,the men of the desert were already familiar with that wind,audio_generated/tts2024-03-13--08-38-57/the men of the desert were already familiar with that wind.wav,0
1008,i could have helped her,i could have helped her,audio_generated/tts2024-03-13--08-38-57/i could have helped her.wav,0
1009,i make my living forecasting the future for people he said,i make my living for casting the future for people he said,audio_generated/tts2024-03-13--08-38-57/i make my living forecasting the future for people he said.wav,1
1010,mind if i sit down,mind if i sit now,audio_generated/tts2024-03-13--08-38-57/mind if i sit down.wav,2
1011,it was something that i thought could happen only to others never to me,it was something that thought could happen only to others never to me,audio_generated/tts2024-03-13--08-38-57/it was something that i thought could happen only to others never to me.wav,2
1012,somethings the matter with daddy,some things the matter with day,audio_generated/tts2024-03-13--08-38-57/somethings the matter with daddy.wav,3
1013,i know what its going to be like,i know what its going to be like,audio_generated/tts2024-03-13--08-38-57/i know what its going to be like.wav,0
1014,if im on the march i just concentrate on marching,if him on the march i just concentrate on marchin,audio_generated/tts2024-03-13--08-38-57/if im on the march i just concentrate on marching.wav,2
1015,well have to satisfy them,well have to satisfy them,audio_generated/tts2024-03-13--08-38-57/well have to satisfy them.wav,0
1016,then it became a signal of danger,then it became a signal of danger,audio_generated/tts2024-03-13--08-38-57/then it became a signal of danger.wav,0
1017,looking at the sun he calculated that he would reach tarifa before midday,looking at the sun he calculated that he would reach terry for before midaday,audio_generated/tts2024-03-13--08-38-57/looking at the sun he calculated that he would reach tarifa before midday.wav,7
1018,when i had my sheep i was happy and i made those around me happy,when i had my sheep i was happy and i made those around me ham,audio_generated/tts2024-03-13--08-38-57/when i had my sheep i was happy and i made those around me happy.wav,3
1019,if only we could see it,if only we could see,audio_generated/tts2024-03-13--08-38-57/if only we could see it.wav,3
1020,and the solid part was called the philosophers stone,and the solid part was cold the philosophers star,audio_generated/tts2024-03-13--08-38-57/and the solid part was called the philosophers stone.wav,6
1021,you should have seen the commotion in that locker room,you should have seen the commotion in that locker room room room room,audio_generated/tts2024-03-13--08-38-57/you should have seen the commotion in that locker room.wav,15
1022,how could he be a fake,how could he be a thing,audio_generated/tts2024-03-13--08-38-57/how could he be a fake.wav,5
1023,and seizing the boys bag the alchemist gave the gold coins to the chief,and seizing the boys bag the alchemist gave the gold coins to the cheet,audio_generated/tts2024-03-13--08-38-57/and seizing the boys bag the alchemist gave the gold coins to the chief.wav,2
1024,i am here the boy said,im here the boy said,audio_generated/tts2024-03-13--08-38-57/i am here the boy said.wav,2
1025,golf stands for the letter g in the nato phonetic alphabet,ball stands for the letter g in the native phonetic alphabet,audio_generated/tts2024-03-13--08-38-57/golf stands for the letter g in the nato phonetic alphabet.wav,6
1026,he walked slowly through the market,he walks slowly through the market,audio_generated/tts2024-03-13--08-38-57/he walked slowly through the market.wav,2
1027,what are you doing around here,what are you doing around here,audio_generated/tts2024-03-13--08-38-57/what are you doing around here.wav,0
1028,but the englishman was exultant,but the englishman was exalted,audio_generated/tts2024-03-13--08-38-57/but the englishman was exultant.wav,4
1029,then she took both of his hands in hers and began quietly to pray,then she took both of his hands in hers and began quietly to pray,audio_generated/tts2024-03-13--08-38-57/then she took both of his hands in hers and began quietly to pray.wav,0
1030,it was rising slowly and painfully out of the cylinder,it was rising slowly and painfully out of the cylinder,audio_generated/tts2024-03-13--08-38-57/it was rising slowly and painfully out of the cylinder.wav,0
1031,love is the force that transforms and improves the soul of the world,love is the force that transforms and improves the soul of the world,audio_generated/tts2024-03-13--08-38-57/love is the force that transforms and improves the soul of the world.wav,0
1032,he needs three days answered the alchemist,he needs three days and served the alcamatees,audio_generated/tts2024-03-13--08-38-57/he needs three days answered the alchemist.wav,11
1033,as nice as blakes,as nice as blames,audio_generated/tts2024-03-13--08-38-57/as nice as blakes.wav,1
1034,one afternoon one of his servants fell ill and it appeared that he would die,one after the new one of his servants felt ill and it appeared that he would,audio_generated/tts2024-03-13--08-38-57/one afternoon one of his servants fell ill and it appeared that he would die.wav,12
1035,two days ago you said that i had never dreamed of travel the merchant answered,two days ago you said that i had never dreamed of travel emergent answers,audio_generated/tts2024-03-13--08-38-57/two days ago you said that i had never dreamed of travel the merchant answered.wav,8
1036,and yet none of these people has ever met the old king,and yet none of these people has ever met the old cade king,audio_generated/tts2024-03-13--08-38-57/and yet none of these people has ever met the old king.wav,5
1037,i just know that the tradition is always right,i just know that the tradition is always right,audio_generated/tts2024-03-13--08-38-57/i just know that the tradition is always right.wav,0
1038,you already know about alchemy,you already know about alchem,audio_generated/tts2024-03-13--08-38-57/you already know about alchemy.wav,1
1039,he was planning as he left the bar,he was planning as he left the bible,audio_generated/tts2024-03-13--08-38-57/he was planning as he left the bar.wav,4
1040,what did you do with her,what did you do with her hovelty poor her she looks,audio_generated/tts2024-03-13--08-38-57/what did you do with her.wav,27
1041,the child soaked up information like a sponge,the childs soap up information like a spent,audio_generated/tts2024-03-13--08-38-57/the child soaked up information like a sponge.wav,7
1042,ii was terribly worried,it was terribly woey weird,audio_generated/tts2024-03-13--08-38-57/ii was terribly worried.wav,7
1043,the area was swirling in dust so intense that it hid the moon from view,the area was swirling and dust so intense that hit the moon from v,audio_generated/tts2024-03-13--08-38-57/the area was swirling in dust so intense that it hid the moon from view.wav,9
1044,storm increasing over the rockies,storm increasing over the riker,audio_generated/tts2024-03-13--08-38-57/storm increasing over the rockies.wav,4
1045,people from all over the world have passed through this village son said his father,people from all over the world have passed through this village some set his fall,audio_generated/tts2024-03-13--08-38-57/people from all over the world have passed through this village son said his father.wav,9
1046,no doubt the impact had caused a flash of fire,no doubt the impact it caused a flash of fire,audio_generated/tts2024-03-13--08-38-57/no doubt the impact had caused a flash of fire.wav,3
1047,she went over to mr jareds house,she went over to mr gerrards house,audio_generated/tts2024-03-13--08-38-57/she went over to mr jareds house.wav,5
1048,hang on a second,hang on a second,audio_generated/tts2024-03-13--08-38-57/hang on a second.wav,0
1049,get a load of this,get a load of this,audio_generated/tts2024-03-13--08-38-57/get a load of this.wav,0
1050,saul was infuriating the others,saul was infuriating the others in the lore,audio_generated/tts2024-03-13--08-38-57/saul was infuriating the others.wav,12
1051,you cant stay here,you can stay here,audio_generated/tts2024-03-13--08-38-57/you cant stay here.wav,1
1052,only itll be a lot easier with you,only itd be a lot easier with you,audio_generated/tts2024-03-13--08-38-57/only itll be a lot easier with you.wav,2
1053,i watched the weather forecast,ive watched the weather forecast,audio_generated/tts2024-03-13--08-38-57/i watched the weather forecast.wav,2
1054,we are part of that soul so we rarely recognize that it is working for us,we are part of that soul so we rarely recognize that it is working for us,audio_generated/tts2024-03-13--08-38-57/we are part of that soul so we rarely recognize that it is working for us.wav,0
1055,since then i havent been able to get another one,since then i havent been able to get another wand,audio_generated/tts2024-03-13--08-38-57/since then i havent been able to get another one.wav,3
1056,weve got to produce a show now,we got to produce a show name,audio_generated/tts2024-03-13--08-38-57/weve got to produce a show now.wav,5
1057,but i didnt think that it contained any living creature,but i didnt think that it contained any living creature,audio_generated/tts2024-03-13--08-38-57/but i didnt think that it contained any living creature.wav,0
1058,the alarm clock was set for twenty past three,the alarm clock was set for 20 past three,audio_generated/tts2024-03-13--08-38-57/the alarm clock was set for twenty past three.wav,6
1059,what do they want,what do they want,audio_generated/tts2024-03-13--08-38-57/what do they want.wav,0
1060,what about higgins against becca,what about he gains against deck,audio_generated/tts2024-03-13--08-38-57/what about higgins against becca.wav,6
1061,hes out duckshooting now,as out the shooting end,audio_generated/tts2024-03-13--08-38-57/hes out duckshooting now.wav,9
1062,they whisked themselves into a frenzy,they whispered themselves into a friends sin,audio_generated/tts2024-03-13--08-38-57/they whisked themselves into a frenzy.wav,10
1063,the accommodation was affordable and cosy,the accommodation was affordable and cozy,audio_generated/tts2024-03-13--08-38-57/the accommodation was affordable and cosy.wav,1
1064,dirt and dust everywhere give me the broom,third and dust and reware give me the brew,audio_generated/tts2024-03-13--08-38-57/dirt and dust everywhere give me the broom.wav,13
1065,earlier this year we found a really nice place near my office and we moved in together,or we found a really nice place near my office and we moved in to get,audio_generated/tts2024-03-13--08-38-57/earlier this year we found a really nice place near my office and we moved in together.wav,20
1066,the alchemist told the boy to place the shell over his ear,the alchemist told the boy to place the shell over his issues,audio_generated/tts2024-03-13--08-38-57/the alchemist told the boy to place the shell over his ear.wav,6
1067,the boy and the englishman had bought camels and climbed uncertainly onto their backs,the boy in the englishman had bought camels in climb and certainly onto their back,audio_generated/tts2024-03-13--08-38-57/the boy and the englishman had bought camels and climbed uncertainly onto their backs.wav,10
1068,the heat lasted until nightfall and all that time he had to carry his jacket,the heat lasted until nightfall and all that time he had to carry his jacket,audio_generated/tts2024-03-13--08-38-57/the heat lasted until nightfall and all that time he had to carry his jacket.wav,0
1069,lets stop this another commander said,lets stop this another commander said,audio_generated/tts2024-03-13--08-38-57/lets stop this another commander said.wav,0
1070,whos down there with you,whos down there with here,audio_generated/tts2024-03-13--08-38-57/whos down there with you.wav,4
1071,the englishman was disappointed,the englishman was disappointing,audio_generated/tts2024-03-13--08-38-57/the englishman was disappointed.wav,3
1072,its not a battle of good against evil,its not a battle of good against evil,audio_generated/tts2024-03-13--08-38-57/its not a battle of good against evil.wav,0
1073,thats what i was sent down for,thats what i was sent in for,audio_generated/tts2024-03-13--08-38-57/thats what i was sent down for.wav,3
1074,but im going in search of my treasure the boy said,but in going in search of my treasure the boy c,audio_generated/tts2024-03-13--08-38-57/but im going in search of my treasure the boy said.wav,5
1075,i need to sell some wool the boy told the merchant,i need to sell some of the boy told the merchant,audio_generated/tts2024-03-13--08-38-57/i need to sell some wool the boy told the merchant.wav,3
1076,the sun was very hot this summer,the sun was very hot this sun,audio_generated/tts2024-03-13--08-38-57/the sun was very hot this summer.wav,4
1077,dont you like her,dont you like her,audio_generated/tts2024-03-13--08-38-57/dont you like her.wav,0
1078,as was mecca for the merchant,as was maka for the merchant,audio_generated/tts2024-03-13--08-38-57/as was mecca for the merchant.wav,3
1079,were in no hurry the chief answered,were in no hurry the chief answer,audio_generated/tts2024-03-13--08-38-57/were in no hurry the chief answered.wav,2
1080,ill get it for you,well get it for you,audio_generated/tts2024-03-13--08-38-57/ill get it for you.wav,2
1081,dont fight fire with fire it would not help,dont fight fire with fire it would not help,audio_generated/tts2024-03-13--08-38-57/dont fight fire with fire it would not help.wav,0
1082,she said she was so exhausted and unhappy that she thought of leaving and she did,she said she was so exhausted and unhappy that she thought of leaving and she did,audio_generated/tts2024-03-13--08-38-57/she said she was so exhausted and unhappy that she thought of leaving and she did.wav,0
1083,go and speak to the tribal chieftains said the camel driver,though im speak to the tribal chieftons said the camel drile,audio_generated/tts2024-03-13--08-38-57/go and speak to the tribal chieftains said the camel driver.wav,12
1084,there wasnt much impetus to finish our chores,there wasnt much impetus to finish our church,audio_generated/tts2024-03-13--08-38-57/there wasnt much impetus to finish our chores.wav,3
1085,they filled three sacks,they feel three sex,audio_generated/tts2024-03-13--08-38-57/they filled three sacks.wav,8
1086,maybe it was because they moved around so much,maybe it was because they moved around so much,audio_generated/tts2024-03-13--08-38-57/maybe it was because they moved around so much.wav,0
1087,the englishman said nothing,the englishman said nothing,audio_generated/tts2024-03-13--08-38-57/the englishman said nothing.wav,0
1088,the discrepancy between readers expectations created by the text and the real behaviour should be resolved,the discrepancy between readers expectations created by the text and the real behavior should be resolved,audio_generated/tts2024-03-13--08-38-57/the discrepancy between readers expectations created by the text and the real behaviour should be resolved.wav,1
1089,the alchemist erased the circle in the sand and the snake slithered away among the rocks,the alchemist erased a circle in the sand and the snakes littered away among the rocks,audio_generated/tts2024-03-13--08-38-57/the alchemist erased the circle in the sand and the snake slithered away among the rocks.wav,6
1090,i dont know the desert that well yet,i dont know the desert that will yet,audio_generated/tts2024-03-13--08-38-57/i dont know the desert that well yet.wav,1
1091,the track pad on this laptop needs calibrating,the track head and this laptop needs calibrating,audio_generated/tts2024-03-13--08-38-57/the track pad on this laptop needs calibrating.wav,4
1092,his heart squeezed as if his chest had suddenly compressed it,his heart squeezed as if his chest had suddenly compressed it,audio_generated/tts2024-03-13--08-38-57/his heart squeezed as if his chest had suddenly compressed it.wav,0
1093,from atop its walls one can catch a glimpse of africa,from the top its walls one can catch a glimpse of after,audio_generated/tts2024-03-13--08-38-57/from atop its walls one can catch a glimpse of africa.wav,8
1094,listen to that mob,listen to that mom,audio_generated/tts2024-03-13--08-38-57/listen to that mob.wav,1
1095,lots of places sell tea around here the merchant said,lots of places sell to around here the merchant said,audio_generated/tts2024-03-13--08-38-57/lots of places sell tea around here the merchant said.wav,2
1096,but just before lunchtime a boy stopped in front of the shop,but just before luncheon a boy stopped in front of the shop,audio_generated/tts2024-03-13--08-38-57/but just before lunchtime a boy stopped in front of the shop.wav,4
1097,about time one of you lunkheads said it,about time one of you longhead said it,audio_generated/tts2024-03-13--08-38-57/about time one of you lunkheads said it.wav,3
1098,all things are one the old man had said,all things are one the old man had said,audio_generated/tts2024-03-13--08-38-57/all things are one the old man had said.wav,0
1099,whats for dinner tonight,whats for dinner tonight,audio_generated/tts2024-03-13--08-38-57/whats for dinner tonight.wav,0
1100,this mans going to jump as a matter of principle,this mans going to jump as a matter of principle,audio_generated/tts2024-03-13--08-38-57/this mans going to jump as a matter of principle.wav,0
1101,i want my baby to look like you,i want my baby to look like you,audio_generated/tts2024-03-13--08-38-57/i want my baby to look like you.wav,0
1102,today i understand something i didnt see before every blessing ignored becomes a curse,today i understand something i didnt see before every blessing ignored becomes a curse,audio_generated/tts2024-03-13--08-38-57/today i understand something i didnt see before every blessing ignored becomes a curse.wav,0
1103,well he thought about that the old man said,well he thought about that the old man said,audio_generated/tts2024-03-13--08-38-57/well he thought about that the old man said.wav,0
1104,sometime during the second year youll remember about the treasure,sometime during the second year youll remember about the treasures,audio_generated/tts2024-03-13--08-38-57/sometime during the second year youll remember about the treasure.wav,1
1105,the boy knew a lot of people in the city,the boon knew a lot of people in the city,audio_generated/tts2024-03-13--08-38-57/the boy knew a lot of people in the city.wav,2
1106,why didnt you ask neal about it,why did you ask neil about it,audio_generated/tts2024-03-13--08-38-57/why didnt you ask neal about it.wav,3
1107,when he saw henderson in his garden he called over the fence and made himself understood,when he saw henderson in his garden he called over the fence and made himself understand,audio_generated/tts2024-03-13--08-38-57/when he saw henderson in his garden he called over the fence and made himself understood.wav,2
1108,he didnt need to seek out the old woman for this,he didnt need to seek out the old woman for this,audio_generated/tts2024-03-13--08-38-57/he didnt need to seek out the old woman for this.wav,0
1109,once you get into the desert theres no going back said the camel driver,once he get into the desert theres no going back said the camel driver,audio_generated/tts2024-03-13--08-38-57/once you get into the desert theres no going back said the camel driver.wav,3
1110,just tell them marge sent you,just tell the march sentie too,audio_generated/tts2024-03-13--08-38-57/just tell them marge sent you.wav,7
1111,it was as if it quivered but really this was the telescope vibrating,it was as if it quivered but really this was the telescope of ibride,audio_generated/tts2024-03-13--08-38-57/it was as if it quivered but really this was the telescope vibrating.wav,7
1112,no baselines or comparison to state of the art is provided,no baselines or comparison to state of the art has provided,audio_generated/tts2024-03-13--08-38-57/no baselines or comparison to state of the art is provided.wav,2
1113,they were spaced out in rows three feet apart,they were spaced out in rows three feet apart,audio_generated/tts2024-03-13--08-38-57/they were spaced out in rows three feet apart.wav,0
1114,thats what makes it romantic,thats what makes it romantic,audio_generated/tts2024-03-13--08-38-57/thats what makes it romantic.wav,0
1115,is this the ear you cant hear on,is this the air you cant hear or,audio_generated/tts2024-03-13--08-38-57/is this the ear you cant hear on.wav,3
1116,had our instruments permitted it we might have been able to see the trouble way back when,at our instruments permitted it we might have been able to see the trouble way back,audio_generated/tts2024-03-13--08-38-57/had our instruments permitted it we might have been able to see the trouble way back when.wav,7
1117,im going away he said,in going away he says,audio_generated/tts2024-03-13--08-38-57/im going away he said.wav,3
1118,but his heart was speaking of other things,but his heart was speaking of other things,audio_generated/tts2024-03-13--08-38-57/but his heart was speaking of other things.wav,0
1119,night fell and an assortment of fighting men and merchants entered and exited the tent,night fell and an assortment of fighting men and merchants entered and exceeded the tent,audio_generated/tts2024-03-13--08-38-57/night fell and an assortment of fighting men and merchants entered and exited the tent.wav,4
1120,but there they saw a crystal shop that offered refreshing mint tea,but there they saw a crystal shop that offered refreshing mint tea,audio_generated/tts2024-03-13--08-38-57/but there they saw a crystal shop that offered refreshing mint tea.wav,0
1121,shall i announce you,shoutall anancy,audio_generated/tts2024-03-13--08-38-57/shall i announce you.wav,12
1122,this requires a little thought here,this requires a little thought here,audio_generated/tts2024-03-13--08-38-57/this requires a little thought here.wav,0
1123,shes on the air,shes on the end,audio_generated/tts2024-03-13--08-38-57/shes on the air.wav,3
1124,the space station rocked violently due to the intense pressure wave from the airlock failure,the spacedistation rocked violently due to the intense pressure way from the errolok fail,audio_generated/tts2024-03-13--08-38-57/the space station rocked violently due to the intense pressure wave from the airlock failure.wav,11
1125,kidneys are transplanted often because every healthy person has two of them,kidneys are transplanted often because every healthy person has two of them,audio_generated/tts2024-03-13--08-38-57/kidneys are transplanted often because every healthy person has two of them.wav,0
1126,she will also announce the third partys candidate for the presidency,she will also end the third partys candidate for the presidency,audio_generated/tts2024-03-13--08-38-57/she will also announce the third partys candidate for the presidency.wav,7
1127,come on in the office here,come on in the office here,audio_generated/tts2024-03-13--08-38-57/come on in the office here.wav,0
1128,it was impossible to remember all the details that he covered in an hour,it was impossible to remember all the details that he covered in an error,audio_generated/tts2024-03-13--08-38-57/it was impossible to remember all the details that he covered in an hour.wav,4
